Month,hcpi
202101,100.3
202102,100.5
202103,100.8
202104,101
202105,101.3
202106,101.4
202107,101.3
202108,101.5
202109,101.5
202110,101.8
202111,101.9
202112,101.8
202201,101.9
202202,102.6
202203,103.2
202204,103.6
202205,104.3
202206,104.8
202207,104.7
202208,105
202209,104.8
202210,104.9
202211,104.9
202212,104.67
