Month,hcpi
202101,101.6
202102,101.6
202103,101.7
202104,100.9
202105,101.2
202106,101.3
202107,101.5
202108,101.5
202109,101.9
202110,101.7
202111,101.9
202112,101.9
202201,102.1
202202,102.5
202203,102.9
202204,103.3
202205,103.6
202206,103.6
202207,104.1
202208,104.6
202209,105
202210,105.6
202211,105.8
202212,105.98
