Month,hcpi
202101,105.1
202102,105.1
202103,105.8
202104,105.9
202105,106.2
202106,106.3
202107,106.4
202108,107
202109,106.8
202110,107.3
202111,107.6
202112,107.8
202201,108.1
202202,108.9
202203,110.5
202204,111
202205,111.7
202206,112.5
202207,112.9
202208,113.4
202209,112.7
202210,113.9
202211,114.3
202212,114.16
