Month,hcpi
202101,100.5
202102,100.8
202103,101.4
202104,101.7
202105,102.1
202106,102.2
202107,102.6
202108,102.9
202109,103.1
202110,103.2
202111,103.1
202112,103.4
202201,103.6
202202,104.3
202203,104.9
202204,105.7
202205,106.4
202206,106.8
202207,108
202208,107.7
202209,107.9
202210,108.5
202211,108.6
202212,108.87
