Month,hcpi
202101,98.4
202102,98.6
202103,99.8
202104,100.7
202105,100.3
202106,101.3
202107,99.9
202108,99.7
202109,102.1
202110,103.7
202111,104.1
202112,104.9
202201,104.6
202202,105.7
202203,108.7
202204,111
202205,111.7
202206,113.5
202207,111.4
202208,111.1
202209,114.4
202210,113.1
202211,113
202212,112.43
