Month,hcpi
202101,110.4
202102,111
202103,111.8
202104,112.7
202105,113.6
202106,114.6
202107,115.2
202108,115.4
202109,115.7
202110,116.7
202111,117.3
202112,117.6
202201,118.6
202202,119.7
202203,121.3
202204,122
202205,123.3
202206,125
202207,125
202208,125
202209,125.2
202210,125.7
202211,125.6
202212,125.22
